state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Uttar Pradesh,Etah,Etah,Pomegranate,Pomogranate,15/09/2018,5000,5400,5200
Uttar Pradesh,Etah,Etah,Potato,Desi,15/09/2018,1080,1280,1170
Uttar Pradesh,Etah,Etah,Pumpkin,Pumpkin,15/09/2018,950,1100,1040
Uttar Pradesh,Etah,Etah,Raddish,Raddish,15/09/2018,1200,1320,1260
Uttar Pradesh,Etah,Etah,Rice,III,15/09/2018,2700,2820,2760
Uttar Pradesh,Etah,Etah,Sponge gourd,Sponge gourd,15/09/2018,1500,1700,1600
Uttar Pradesh,Etah,Etah,Tomato,Hybrid,15/09/2018,1150,1350,1250
Uttar Pradesh,Etah,Etah,Wheat,Dara,15/09/2018,1800,1840,1820
Uttar Pradesh,Etah,Ganjdudwara,Bottle gourd,Bottle Gourd,15/09/2018,700,900,800
Uttar Pradesh,Etah,Ganjdudwara,Brinjal,Round/Long,15/09/2018,1400,1600,1500
Uttar Pradesh,Etah,Ganjdudwara,Colacasia,Colacasia,15/09/2018,1500,1700,1600
Uttar Pradesh,Etah,Ganjdudwara,Green Chilli,Green Chilly,15/09/2018,1800,2000,1900
Uttar Pradesh,Etah,Ganjdudwara,Maize,Hybrid,15/09/2018,1120,1200,1160
Uttar Pradesh,Etah,Ganjdudwara,Onion,Red,15/09/2018,1100,1300,1200
Uttar Pradesh,Etah,Ganjdudwara,Potato,Desi,15/09/2018,1000,1100,1050
Uttar Pradesh,Etah,Ganjdudwara,Pumpkin,Pumpkin,15/09/2018,900,1100,1000
Uttar Pradesh,Etah,Ganjdudwara,Sponge gourd,Sponge gourd,15/09/2018,1700,1900,1800
Uttar Pradesh,Etah,Ganjdudwara,Tomato,Deshi,15/09/2018,1600,1800,1700
Uttar Pradesh,Etah,Ganjdudwara,Wheat,Dara,15/09/2018,1750,1900,1850
Uttar Pradesh,Etah,Kasganj,Apple,Delicious,15/09/2018,4800,5180,5060
Uttar Pradesh,Etah,Kasganj,Arhar (Tur/Red Gram)(Whole),Desi(Whole),15/09/2018,3240,3330,3280
Uttar Pradesh,Etah,Kasganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/09/2018,6100,6210,6160
Uttar Pradesh,Etah,Kasganj,Bajra(Pearl Millet/Cumbu),Hybrid,15/09/2018,1210,1310,1250
Uttar Pradesh,Etah,Kasganj,Banana,Banana - Ripe,15/09/2018,2000,2200,2120
Uttar Pradesh,Etah,Kasganj,Banana - Green,Banana - Green,15/09/2018,1100,1330,1250
Uttar Pradesh,Etah,Kasganj,Barley (Jau),Dara,15/09/2018,1600,1680,1640
Uttar Pradesh,Etah,Kasganj,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4800,4900,4840
Uttar Pradesh,Etah,Kasganj,Black Gram (Urd Beans)(Whole),Black Gram (Whole),15/09/2018,3400,3510,3480
Uttar Pradesh,Etah,Kasganj,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,5610,5700,5650
Uttar Pradesh,Etah,Kasganj,Bottle gourd,Bottle Gourd,15/09/2018,1240,1440,1400
Uttar Pradesh,Etah,Kasganj,Brinjal,Round,15/09/2018,1640,1800,1700
Uttar Pradesh,Etah,Kasganj,Cabbage,Cabbage,15/09/2018,1430,1520,1460
Uttar Pradesh,Etah,Kasganj,Cauliflower,Cauliflower,15/09/2018,2200,2500,2420
Uttar Pradesh,Etah,Kasganj,Garlic,Desi,15/09/2018,1800,2040,1980
Uttar Pradesh,Etah,Kasganj,Ghee,Ghee,15/09/2018,35000,36000,35400
Uttar Pradesh,Etah,Kasganj,Green Chilli,Green Chilly,15/09/2018,1450,1600,1540
Uttar Pradesh,Etah,Kasganj,Gur(Jaggery),Red,15/09/2018,3000,3160,3040
Uttar Pradesh,Etah,Kasganj,Maize,Hybrid/Local,15/09/2018,1160,1330,1260
Uttar Pradesh,Etah,Kasganj,Mousambi(Sweet Lime),Mousambi,15/09/2018,2950,3060,3000
Uttar Pradesh,Etah,Kasganj,Mustard,Sarson(Black),15/09/2018,3800,3960,3890
Uttar Pradesh,Etah,Kasganj,Mustard Oil,Mustard Oil,15/09/2018,9200,9400,9320
Uttar Pradesh,Etah,Kasganj,Onion,Red,15/09/2018,1080,1210,1140
Uttar Pradesh,Etah,Kasganj,Potato,Desi,15/09/2018,1100,1230,1180
Uttar Pradesh,Etah,Kasganj,Pumpkin,Pumpkin,15/09/2018,900,1100,1040
Uttar Pradesh,Etah,Kasganj,Raddish,Raddish,15/09/2018,1250,1340,1300
Uttar Pradesh,Etah,Kasganj,Rice,III,15/09/2018,2700,2830,2780
Uttar Pradesh,Etah,Kasganj,Tomato,Hybrid,15/09/2018,1250,1400,1340
Uttar Pradesh,Etah,Kasganj,Wheat,Dara,15/09/2018,1800,1860,1840
Uttar Pradesh,Etawah,Bharthna,Apple,Delicious,15/09/2018,6000,6400,6200
Uttar Pradesh,Etawah,Bharthna,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/09/2018,6000,6400,6200
Uttar Pradesh,Etawah,Bharthna,Banana,Banana - Ripe,15/09/2018,1900,2350,2125
Uttar Pradesh,Etawah,Bharthna,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,15/09/2018,4900,5325,5100
Uttar Pradesh,Etawah,Bharthna,Bengal Gram(Gram)(Whole),Average (Whole),15/09/2018,4550,4750,4660
Uttar Pradesh,Etawah,Bharthna,Bhindi(Ladies Finger),Bhindi,15/09/2018,1650,1850,1750
Uttar Pradesh,Etawah,Bharthna,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,6050,6450,6250
Uttar Pradesh,Etawah,Bharthna,Bottle gourd,Bottle Gourd,15/09/2018,1425,1650,1550
Uttar Pradesh,Etawah,Bharthna,Garlic,Garlic,15/09/2018,1540,1770,1650
Uttar Pradesh,Etawah,Bharthna,Ginger(Green),Green Ginger,15/09/2018,4650,5150,4825
Uttar Pradesh,Etawah,Bharthna,Green Chilli,Green Chilly,15/09/2018,2400,2750,2625
Uttar Pradesh,Etawah,Bharthna,Green Gram (Moong)(Whole),Hybrid,15/09/2018,4500,4725,4600
Uttar Pradesh,Etawah,Bharthna,Green Gram Dal (Moong Dal),Green Gram Dal,15/09/2018,5850,6250,6050
Uttar Pradesh,Etawah,Bharthna,Gur(Jaggery),Red,15/09/2018,3200,3400,3300
Uttar Pradesh,Etawah,Bharthna,Maize,Hybrid,15/09/2018,1225,1280,1250
Uttar Pradesh,Etawah,Bharthna,Mustard,Lohi Black,15/09/2018,3970,4070,4020
Uttar Pradesh,Etawah,Bharthna,Mustard Oil,Mustard Oil,15/09/2018,9000,9450,9225
Uttar Pradesh,Etawah,Bharthna,Onion,Red,15/09/2018,880,1100,1000
Uttar Pradesh,Etawah,Bharthna,Potato,Desi,15/09/2018,1140,1425,1300
Uttar Pradesh,Etawah,Bharthna,Raddish,Raddish,15/09/2018,1600,1800,1700
Uttar Pradesh,Etawah,Bharthna,Rice,Coarse,15/09/2018,2250,2650,2465
Uttar Pradesh,Etawah,Bharthna,Tomato,Hybrid,15/09/2018,1100,1300,1200
Uttar Pradesh,Etawah,Bharthna,Wheat,Dara,15/09/2018,1800,1865,1840
Uttar Pradesh,Etawah,Etawah,Apple,Delicious,15/09/2018,5700,6300,6000
Uttar Pradesh,Etawah,Etawah,Arhar (Tur/Red Gram)(Whole),Small (Whole),15/09/2018,3930,4300,4130
Uttar Pradesh,Etawah,Etawah,Arhar Dal(Tur Dal),U.P. (Split),15/09/2018,5950,6350,6150
Uttar Pradesh,Etawah,Etawah,Bajra(Pearl Millet/Cumbu),Hybrid,15/09/2018,1100,1230,1180
Uttar Pradesh,Etawah,Etawah,Banana,Banana - Ripe,15/09/2018,1900,2300,2100
Uttar Pradesh,Etawah,Etawah,Barley (Jau),Dara,15/09/2018,1600,1720,1670
Uttar Pradesh,Etawah,Etawah,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4500,4900,4700
Uttar Pradesh,Etawah,Etawah,Black Gram (Urd Beans)(Whole),Desi,15/09/2018,4450,4850,4650
Uttar Pradesh,Etawah,Etawah,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,6000,6400,6200
Uttar Pradesh,Etawah,Etawah,Bottle gourd,Bottle Gourd,15/09/2018,1200,1600,1430
Uttar Pradesh,Etawah,Etawah,Brinjal,Brinjal,15/09/2018,750,1050,900
Uttar Pradesh,Etawah,Etawah,Cabbage,Cabbage,15/09/2018,1200,1600,1400
Uttar Pradesh,Etawah,Etawah,Garlic,Average,15/09/2018,1400,1800,1625
Uttar Pradesh,Etawah,Etawah,Green Chilli,Green Chilly,15/09/2018,2250,2650,2470
Uttar Pradesh,Etawah,Etawah,Green Gram (Moong)(Whole),Green (Whole),15/09/2018,4400,4800,4600
Uttar Pradesh,Etawah,Etawah,Green Gram Dal (Moong Dal),Green Gram Dal,15/09/2018,5800,6200,6050
Uttar Pradesh,Etawah,Etawah,Gur(Jaggery),Red,15/09/2018,3200,3400,3300
Uttar Pradesh,Etawah,Etawah,Lemon,Lemon,15/09/2018,2000,2400,2200
Uttar Pradesh,Etawah,Etawah,Maize,Yellow,15/09/2018,1200,1300,1250
Uttar Pradesh,Etawah,Etawah,Mousambi(Sweet Lime),Mousambi,15/09/2018,2000,2400,2250
Uttar Pradesh,Etawah,Etawah,Mustard,Lohi Black,15/09/2018,3850,4100,3975
Uttar Pradesh,Etawah,Etawah,Mustard Oil,Mustard Oil,15/09/2018,8900,9500,9230
Uttar Pradesh,Etawah,Etawah,Onion,Red,15/09/2018,750,1050,900
Uttar Pradesh,Etawah,Etawah,Peas(Dry),Peas(Dry),15/09/2018,3670,3870,3770
Uttar Pradesh,Etawah,Etawah,Potato,Desi,15/09/2018,1050,1350,1250
Uttar Pradesh,Etawah,Etawah,Raddish,Raddish,15/09/2018,1400,1800,1650
Uttar Pradesh,Etawah,Etawah,Rice,III,15/09/2018,2250,2650,2470
Uttar Pradesh,Etawah,Etawah,Tomato,Hybrid,15/09/2018,1000,1300,1170
Uttar Pradesh,Etawah,Etawah,Wheat,Dara,15/09/2018,1780,1880,1830
Uttar Pradesh,Etawah,Jasvantnagar,Bhindi(Ladies Finger),Bhindi,15/09/2018,850,950,900
Uttar Pradesh,Etawah,Jasvantnagar,Bottle gourd,Bottle Gourd,15/09/2018,700,800,750
Uttar Pradesh,Etawah,Jasvantnagar,Brinjal,Brinjal,15/09/2018,650,750,700
Uttar Pradesh,Etawah,Jasvantnagar,Colacasia,Colacasia,15/09/2018,1000,1100,1050
Uttar Pradesh,Etawah,Jasvantnagar,Cucumbar(Kheera),Cucumbar,15/09/2018,600,700,650
Uttar Pradesh,Etawah,Jasvantnagar,Green Chilli,Green Chilly,15/09/2018,1100,1200,1150
Uttar Pradesh,Etawah,Jasvantnagar,Potato,Desi,15/09/2018,800,1000,900
Uttar Pradesh,Etawah,Jasvantnagar,Pumpkin,Pumpkin,15/09/2018,700,800,750
Uttar Pradesh,Etawah,Jasvantnagar,Raddish,Raddish,15/09/2018,600,700,650
Uttar Pradesh,Etawah,Jasvantnagar,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,750,850,800
Uttar Pradesh,Etawah,Jasvantnagar,Tinda,Tinda,15/09/2018,900,1000,950
Uttar Pradesh,Faizabad,Faizabad,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/09/2018,5800,6100,5900
Uttar Pradesh,Faizabad,Faizabad,Banana,Medium,15/09/2018,1500,1700,1600
Uttar Pradesh,Faizabad,Faizabad,Banana - Green,Banana - Green,15/09/2018,850,1000,900
Uttar Pradesh,Faizabad,Faizabad,Barley (Jau),Dara,15/09/2018,1640,1675,1660
Uttar Pradesh,Faizabad,Faizabad,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,15/09/2018,5575,5700,5600
Uttar Pradesh,Faizabad,Faizabad,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4925,5000,4950
Uttar Pradesh,Faizabad,Faizabad,Bhindi(Ladies Finger),Bhindi,15/09/2018,1650,1800,1700
Uttar Pradesh,Faizabad,Faizabad,Bitter gourd,Bitter Gourd,15/09/2018,1900,2100,1950
Uttar Pradesh,Faizabad,Faizabad,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,6100,6200,6150
Uttar Pradesh,Faizabad,Faizabad,Bottle gourd,Bottle Gourd,15/09/2018,1050,1150,1100
Uttar Pradesh,Faizabad,Faizabad,Brinjal,Round/Long,15/09/2018,1550,1650,1600
Uttar Pradesh,Faizabad,Faizabad,Cabbage,Cabbage,15/09/2018,1850,2000,1950
Uttar Pradesh,Faizabad,Faizabad,Cauliflower,Cauliflower,15/09/2018,2550,2800,2600
Uttar Pradesh,Faizabad,Faizabad,Garlic,Garlic,15/09/2018,1900,2150,2000
Uttar Pradesh,Faizabad,Faizabad,Ginger(Green),Green Ginger,15/09/2018,4700,4900,4800
Uttar Pradesh,Faizabad,Faizabad,Green Chilli,Green Chilly,15/09/2018,2200,2400,2250
Uttar Pradesh,Faizabad,Faizabad,Gur(Jaggery),Yellow,15/09/2018,3450,3500,3470
Uttar Pradesh,Faizabad,Faizabad,Maize,Yellow,15/09/2018,1420,1445,1430
Uttar Pradesh,Faizabad,Faizabad,Mousambi(Sweet Lime),Mousambi,15/09/2018,2250,2500,2400
Uttar Pradesh,Faizabad,Faizabad,Mustard,Sarson(Black),15/09/2018,3750,3780,3765
Uttar Pradesh,Faizabad,Faizabad,Onion,Red,15/09/2018,1275,1400,1300
Uttar Pradesh,Faizabad,Faizabad,Paddy(Dhan),Paddy Coarse,15/09/2018,1550,1590,1570
Uttar Pradesh,Faizabad,Faizabad,Papaya,Papaya,15/09/2018,2000,2250,2100
Uttar Pradesh,Faizabad,Faizabad,Pointed gourd (Parval),Pointed gourd (Parval),15/09/2018,3500,3650,3550
Uttar Pradesh,Faizabad,Faizabad,Pomegranate,Pomogranate,15/09/2018,3900,4100,4000
Uttar Pradesh,Faizabad,Faizabad,Potato,Desi,15/09/2018,1225,1300,1250
Uttar Pradesh,Faizabad,Faizabad,Potato,Red,15/09/2018,1350,1400,1375
Uttar Pradesh,Faizabad,Faizabad,Raddish,Raddish,15/09/2018,1900,2100,2000
Uttar Pradesh,Faizabad,Faizabad,Rice,III,15/09/2018,2230,2280,2250
Uttar Pradesh,Faizabad,Faizabad,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1950,2100,2000
Uttar Pradesh,Faizabad,Faizabad,Tomato,Hybrid,15/09/2018,1550,1700,1650
Uttar Pradesh,Faizabad,Faizabad,Wheat,Dara,15/09/2018,1740,1780,1760
Uttar Pradesh,Faizabad,Faizabad,White Peas,White Peas,15/09/2018,4600,4700,4650
Uttar Pradesh,Farukhabad,Farukhabad,Apple,Delicious,15/09/2018,5800,6100,6000
Uttar Pradesh,Farukhabad,Farukhabad,Banana,Banana - Ripe,15/09/2018,2100,2250,2200
Uttar Pradesh,Farukhabad,Farukhabad,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4600,4680,4650
Uttar Pradesh,Farukhabad,Farukhabad,Bhindi(Ladies Finger),Bhindi,15/09/2018,1700,1800,1750
Uttar Pradesh,Farukhabad,Farukhabad,Bottle gourd,Bottle Gourd,15/09/2018,1000,1150,1100
Uttar Pradesh,Farukhabad,Farukhabad,Brinjal,Round,15/09/2018,850,950,900
Uttar Pradesh,Farukhabad,Farukhabad,Colacasia,Colacasia,15/09/2018,1300,1500,1400
Uttar Pradesh,Farukhabad,Farukhabad,Cucumbar(Kheera),Cucumbar,15/09/2018,1650,1800,1700
Uttar Pradesh,Farukhabad,Farukhabad,Garlic,Garlic,15/09/2018,1500,1900,1800
Uttar Pradesh,Farukhabad,Farukhabad,Ginger(Green),Green Ginger,15/09/2018,5350,5450,5400
Uttar Pradesh,Farukhabad,Farukhabad,Green Chilli,Green Chilly,15/09/2018,3500,3650,3600
Uttar Pradesh,Farukhabad,Farukhabad,Green Gram (Moong)(Whole),Green (Whole),15/09/2018,5500,5580,5530
Uttar Pradesh,Farukhabad,Farukhabad,Groundnut,Hybrid,15/09/2018,3500,4000,3800
Uttar Pradesh,Farukhabad,Farukhabad,Guava,Guava Sardar,15/09/2018,1100,1200,1180
Uttar Pradesh,Farukhabad,Farukhabad,Gur(Jaggery),Red,15/09/2018,3400,3550,3500
Uttar Pradesh,Farukhabad,Farukhabad,Lentil (Masur)(Whole),Masoor Gola,15/09/2018,4000,4150,4100
Uttar Pradesh,Farukhabad,Farukhabad,Lime,Lime,15/09/2018,3850,4050,4000
Uttar Pradesh,Farukhabad,Farukhabad,Maize,Hybrid/Local,15/09/2018,1200,1280,1260
Uttar Pradesh,Farukhabad,Farukhabad,Mousambi(Sweet Lime),Mousambi,15/09/2018,3600,3700,3650
Uttar Pradesh,Farukhabad,Farukhabad,Mustard,Sarson(Black),15/09/2018,3700,3800,3750
Uttar Pradesh,Farukhabad,Farukhabad,Onion,Red,15/09/2018,1300,1400,1350
Uttar Pradesh,Farukhabad,Farukhabad,Pointed gourd (Parval),Pointed gourd (Parval),15/09/2018,4900,5100,5000
Uttar Pradesh,Farukhabad,Farukhabad,Pomegranate,Pomogranate,15/09/2018,3200,3300,3250
Uttar Pradesh,Farukhabad,Farukhabad,Potato,Local,15/09/2018,1000,1350,1270
Uttar Pradesh,Farukhabad,Farukhabad,Pumpkin,Pumpkin,15/09/2018,800,900,880
Uttar Pradesh,Farukhabad,Farukhabad,Rice,III,15/09/2018,2325,2400,2370
Uttar Pradesh,Farukhabad,Farukhabad,Ridgeguard(Tori),Ridgeguard(Tori),15/09/2018,1100,1200,1150
Uttar Pradesh,Farukhabad,Farukhabad,Tobacco,Beedi,15/09/2018,2300,2450,2400
Uttar Pradesh,Farukhabad,Farukhabad,Tobacco,Chewing,15/09/2018,3550,3700,3600
Uttar Pradesh,Farukhabad,Farukhabad,Tomato,Hybrid,15/09/2018,1600,1740,1700
Uttar Pradesh,Farukhabad,Farukhabad,Wheat,Dara,15/09/2018,1750,1780,1770
Uttar Pradesh,Farukhabad,Kayamganj,Apple,Delicious,15/09/2018,7000,7080,7050
Uttar Pradesh,Farukhabad,Kayamganj,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/09/2018,6325,6375,6350
Uttar Pradesh,Farukhabad,Kayamganj,Bajra(Pearl Millet/Cumbu),Hybrid,15/09/2018,1190,1210,1200
Uttar Pradesh,Farukhabad,Kayamganj,Banana,Banana - Ripe,15/09/2018,2300,2380,2340
Uttar Pradesh,Farukhabad,Kayamganj,Barley (Jau),Dara,15/09/2018,1680,1700,1690
Uttar Pradesh,Farukhabad,Kayamganj,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,15/09/2018,5420,5460,5440
Uttar Pradesh,Farukhabad,Kayamganj,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4500,4520,4510
Uttar Pradesh,Farukhabad,Kayamganj,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,5700,5750,5725
Uttar Pradesh,Farukhabad,Kayamganj,Brinjal,Brinjal,15/09/2018,1200,1280,1240
Uttar Pradesh,Farukhabad,Kayamganj,Garlic,Desi,15/09/2018,1500,1600,1550
Uttar Pradesh,Farukhabad,Kayamganj,Gur(Jaggery),Red,15/09/2018,3470,3490,3480
Uttar Pradesh,Farukhabad,Kayamganj,Maize,Hybrid,15/09/2018,1240,1260,1250
Uttar Pradesh,Farukhabad,Kayamganj,Mustard,Lohi Black,15/09/2018,3860,3900,3890
Uttar Pradesh,Farukhabad,Kayamganj,Mustard Oil,Mustard Oil,15/09/2018,9100,9180,9140
Uttar Pradesh,Farukhabad,Kayamganj,Onion,Red,15/09/2018,1220,1300,1260
Uttar Pradesh,Farukhabad,Kayamganj,Potato,Desi,15/09/2018,1050,1150,1100
Uttar Pradesh,Farukhabad,Kayamganj,Rice,III,15/09/2018,2370,2390,2380
Uttar Pradesh,Farukhabad,Kayamganj,Tobacco,Verginia,15/09/2018,2200,2300,2250
Uttar Pradesh,Farukhabad,Kayamganj,Tomato,Hybrid,15/09/2018,2000,2100,2050
Uttar Pradesh,Farukhabad,Kayamganj,Wheat,Dara,15/09/2018,1780,1810,1800
Uttar Pradesh,Farukhabad,Mohamadabad,Maize,Yellow,15/09/2018,1020,1050,1040
Uttar Pradesh,Farukhabad,Mohamadabad,Potato,Potato,15/09/2018,400,430,410
Uttar Pradesh,Fatehpur,Fatehpur,Apple,Kasmir/Shimla - II,15/09/2018,5720,6000,5850
Uttar Pradesh,Fatehpur,Fatehpur,Arhar Dal(Tur Dal),Arhar Dal(Tur),15/09/2018,6250,6450,6390
Uttar Pradesh,Fatehpur,Fatehpur,Banana,Amruthapani,15/09/2018,1700,1800,1750
Uttar Pradesh,Fatehpur,Fatehpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,15/09/2018,5300,5450,5380
Uttar Pradesh,Fatehpur,Fatehpur,Bengal Gram(Gram)(Whole),Desi (Whole),15/09/2018,4500,4730,4680
Uttar Pradesh,Fatehpur,Fatehpur,Bhindi(Ladies Finger),Bhindi,15/09/2018,1700,1800,1740
Uttar Pradesh,Fatehpur,Fatehpur,Black Gram Dal (Urd Dal),Black Gram Dal,15/09/2018,6000,6100,6050
Uttar Pradesh,Fatehpur,Fatehpur,Bottle gourd,Bottle Gourd,15/09/2018,500,600,550
Uttar Pradesh,Fatehpur,Fatehpur,Brinjal,Brinjal,15/09/2018,1750,1900,1820
Uttar Pradesh,Fatehpur,Fatehpur,Colacasia,Colacasia,15/09/2018,2900,3100,3000
Uttar Pradesh,Fatehpur,Fatehpur,Garlic,Garlic,15/09/2018,1720,2150,1910
Uttar Pradesh,Fatehpur,Fatehpur,Ginger(Green),Green Ginger,15/09/2018,5850,6000,5920
Uttar Pradesh,Fatehpur,Fatehpur,Green Chilli,Green Chilly,15/09/2018,2500,2700,2600
Uttar Pradesh,Fatehpur,Fatehpur,Green Gram Dal (Moong Dal),Green Gram Dal,15/09/2018,6150,6250,6200
Uttar Pradesh,Fatehpur,Fatehpur,Gur(Jaggery),Red,15/09/2018,3800,4000,3900
Uttar Pradesh,Fatehpur,Fatehpur,Mustard,Lohi Black,15/09/2018,3900,4040,3980
Uttar Pradesh,Fatehpur,Fatehpur,Mustard Oil,Mustard Oil,15/09/2018,9250,9380,9320
Uttar Pradesh,Fatehpur,Fatehpur,Onion,Red,15/09/2018,1100,1300,1210
Uttar Pradesh,Fatehpur,Fatehpur,Pointed gourd (Parval),Pointed gourd (Parval),15/09/2018,1900,2000,1950
Uttar Pradesh,Fatehpur,Fatehpur,Potato,Desi,15/09/2018,1100,1350,1250
Uttar Pradesh,Fatehpur,Fatehpur,Pumpkin,Pumpkin,15/09/2018,350,450,400
Uttar Pradesh,Fatehpur,Fatehpur,Rice,III,15/09/2018,2150,2300,2210
Uttar Pradesh,Fatehpur,Fatehpur,Tomato,Deshi,15/09/2018,1300,1500,1400
Uttar Pradesh,Fatehpur,Fatehpur,Wheat,Dara,15/09/2018,1800,1850,1835
Uttar Pradesh,Fatehpur,Jahanabad,Potato,F.A.Q.,15/09/2018,600,800,700
Uttar Pradesh,Fatehpur,Jahanabad,Wheat,Dara,15/09/2018,1500,1560,1550
Uttar Pradesh,Fatehpur,Kishunpur,Rice,III,15/09/2018,1600,1900,1800
Uttar Pradesh,Fatehpur,Kishunpur,Wheat,Dara,15/09/2018,1600,1800,1750
Uttar Pradesh,Firozabad,Firozabad,Bajra(Pearl Millet/Cumbu),Deshi,15/09/2018,1200,1210,1205
Uttar Pradesh,Firozabad,Firozabad,Banana,Banana - Ripe,15/09/2018,600,800,700
Uttar Pradesh,Firozabad,Firozabad,Bhindi(Ladies Finger),Bhindi,15/09/2018,600,800,700
Uttar Pradesh,Firozabad,Firozabad,Bitter gourd,Bitter Gourd,15/09/2018,1000,1200,1100
Uttar Pradesh,Firozabad,Firozabad,Bottle gourd,Bottle Gourd,15/09/2018,400,600,500
Uttar Pradesh,Firozabad,Firozabad,Brinjal,Round,15/09/2018,500,700,600
Uttar Pradesh,Firozabad,Firozabad,Cauliflower,Cauliflower,15/09/2018,1000,1200,1100
Uttar Pradesh,Firozabad,Firozabad,Cucumbar(Kheera),Cucumbar,15/09/2018,1100,1300,1200
Uttar Pradesh,Firozabad,Firozabad,Green Chilli,Green Chilly,15/09/2018,900,1100,1000
Uttar Pradesh,Firozabad,Firozabad,Lemon,Other,15/09/2018,1400,1600,1500
Uttar Pradesh,Firozabad,Firozabad,Onion,Red,15/09/2018,900,1100,1000
Uttar Pradesh,Firozabad,Firozabad,Potato,Local,15/09/2018,900,1100,1000
Uttar Pradesh,Firozabad,Firozabad,Pumpkin,Pumpkin,15/09/2018,400,600,500
Uttar Pradesh,Firozabad,Firozabad,Tomato,Tomato,15/09/2018,800,1000,900
Uttar Pradesh,Firozabad,Firozabad,Wheat,Dara,15/09/2018,1870,1880,1875
Uttar Pradesh,Firozabad,Shikohabad,Apple,Delicious,15/09/2018,5450,5520,5500
Uttar Pradesh,Firozabad,Shikohabad,Bajra(Pearl Millet/Cumbu),Hybrid,15/09/2018,1210,1230,1220
Uttar Pradesh,Firozabad,Shikohabad,Banana,Banana - Ripe,15/09/2018,2350,2450,2400
Uttar Pradesh,Firozabad,Shikohabad,Banana - Green,Banana - Green,15/09/2018,1080,1120,1100
Uttar Pradesh,Firozabad,Shikohabad,Barley (Jau),Dara,15/09/2018,1700,1725,1715
Uttar Pradesh,Firozabad,Shikohabad,Bhindi(Ladies Finger),Bhindi,15/09/2018,1550,1650,1600
Uttar Pradesh,Firozabad,Shikohabad,Bitter gourd,Bitter Gourd,15/09/2018,3180,3250,3200
Uttar Pradesh,Firozabad,Shikohabad,Bottle gourd,Bottle Gourd,15/09/2018,1480,1520,1500
Uttar Pradesh,Firozabad,Shikohabad,Brinjal,Round/Long,15/09/2018,1950,2025,2000
Uttar Pradesh,Firozabad,Shikohabad,Capsicum,Capsicum,15/09/2018,3950,4020,4000
Uttar Pradesh,Firozabad,Shikohabad,Colacasia,Colacasia,15/09/2018,1980,2020,2000
Uttar Pradesh,Firozabad,Shikohabad,Ginger(Green),Green Ginger,15/09/2018,5520,5600,5550
Uttar Pradesh,Firozabad,Shikohabad,Green Chilli,Green Chilly,15/09/2018,1950,2025,2000
Uttar Pradesh,Firozabad,Shikohabad,Guava,Guava,15/09/2018,1750,1850,1800
Uttar Pradesh,Firozabad,Shikohabad,Guava,Other,15/09/2018,1750,1825,1800
Uttar Pradesh,Firozabad,Shikohabad,Gur(Jaggery),Red,15/09/2018,0,0,3000
Uttar Pradesh,Firozabad,Shikohabad,Lemon,Lemon,15/09/2018,4150,4225,4200
Uttar Pradesh,Firozabad,Shikohabad,Maize,Hybrid,15/09/2018,1270,1300,1285
Uttar Pradesh,Firozabad,Shikohabad,Mousambi(Sweet Lime),Mousambi,15/09/2018,3250,3320,3300
Uttar Pradesh,Firozabad,Shikohabad,Mustard,Sarson(Black),15/09/2018,3840,3860,3850
Uttar Pradesh,Firozabad,Shikohabad,Onion,Red,15/09/2018,1180,1250,1200
Uttar Pradesh,Firozabad,Shikohabad,Pomegranate,Pomogranate,15/09/2018,3950,4025,4000
Uttar Pradesh,Firozabad,Shikohabad,Potato,Local,15/09/2018,1250,1280,1270
Uttar Pradesh,Firozabad,Shikohabad,Pumpkin,Pumpkin,15/09/2018,780,820,800
Uttar Pradesh,Firozabad,Shikohabad,Raddish,Raddish,15/09/2018,1550,1620,1600
Uttar Pradesh,Firozabad,Shikohabad,Rice,III,15/09/2018,0,0,2840
Uttar Pradesh,Firozabad,Shikohabad,Sponge gourd,Sponge gourd,15/09/2018,1300,1400,1350
Uttar Pradesh,Firozabad,Shikohabad,Tomato,Hybrid,15/09/2018,1300,1400,1350
